textID,text,selected_text,sentiment,cleaned_selected_text
1695281546, Gmorning Hermana! Thank you for your testimonial it is wonderful. Posted already., wonderful.,positive, wonderful.
1695282010,The sun is shining  Have a great day, great,positive, great
1695310045, Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket, great,positive, great
1695310916,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",lots of tasks to complete today.,positive,lots of tasks to complete today.
1695312296,Happy Birthday Snickers!!!! ? I hope you have the best day ever! Let`s go shopping!!!,happy,positive,happy
1695341609," ...oh. hahahahahaha but no, seriously, i tell the wait staff they look great all the time, its the easiest nice thing to do", great,positive, great
1695341890," Eat it, it`s good for you", good,positive, good
1695343413,Happy Star Wars Day,happy,positive,happy
1695343505,school. 39 days !!! so exited. Amazing premier ,amazing,positive,amazing
1695374337,getting nails done!!! how relaxing! benji is only 24 hours away!!!!,relaxing!,positive,relaxing!
1695374624,_tha lol  congrats!, congrats!,positive, congrats!
1695375029,& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest,cuteness!,positive,cuteness!
1695376050, try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!, awesome..,positive, awesome..
1695376440, I liked it.  Did you record it yourself?  If so you have a very soothing voice.,i liked it.,positive,i liked it.
1695409379,"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals.",a ace,positive,a ace
1695441411, Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,? that`s awesome!,positive,? that`s awesome!
1695442013, So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me, happy,positive, happy
1695442359,what a beautiful day not to got to my first class,beautiful,positive,beautiful
1695443532," you should so host the next logies, i only laughed at your bit really", laughed,positive, laughed
1695444172, happy birthday ness!!,happy,positive,happy
1695475562, hope u did alright on the final,hope,positive,hope
1695477132,whos going to see reemer on wednesdayy  me and kirsty are going (A) im well exited !!!, im well exited,positive, im well exited
1695477766,_andersen thank you Eric!  glad u appreciate that!, glad,positive, glad
1695509005, thanks! I`m totally bushed today though time for some coding,thanks!,positive,thanks!
1695509429, hiya! been looking for you1,hiya! been looking for you1,positive,hiya! been looking for you1
1695510699, WHEW!  I`m just going to focus on family time and more swim suit shopping for the rest of my vacay! Thanks for the kind words,! thanks for the kind words,positive,! thanks for the kind words
1695510948,  Great! I`m glad you enjoy them  I hope you have a GREAT day, great! i`m glad,positive, great! i`m glad
1695511139, i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol, delicious.,positive, delicious.
1695512051, Happy Anoop Day to you too Monica,happy,positive,happy
1695512302,"_grant  Hey Donna, lovely to see you on Twitter.", lovely,positive, lovely
1695512693,has a new nick name - arosh ..i like i like,i like i like,positive,i like i like
1695512782, pauly wallly ! you made my life **** happy as hell and i love you x3 you should reply back to me, happy as hell and i love you,positive, happy as hell and i love you
1695545475," That sounds good, too!"," good, too!",positive," good, too!"
1695546467,happy Star Wars day,happy,positive,happy
1695547272,Rise and shine  Time to get prettifide., prettifide.,positive, prettifide.
1695547374,Good Morning people!!! Have a great day,good morning people!!! have a great day,positive,good morning people!!! have a great day
1695547761," its definitely coming, hope ur ready!", hope,positive, hope
1695547809,The rain outside motivates me to sleep.,motivates,positive,motivates
1695547932," Don`t worry, the bizarre will find you","don`t worry,",positive,"don`t worry,"
1695617625,I`m glad someone slept with me last night. My doggy  I would take a picture but I don`t see my laptop.,glad,positive,glad
1695618831,"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.",beautiful,positive,beautiful
1695619141," same to you bud. Kudos on your hardcore gym training, it`s a great lifechanging experience, keep it up!!!", great,positive, great
1695619268,_breez Yer please do! Have a good day!,good,positive,good
1695654499, Hi x Your websites soo cool i love using it  Thank you, love using it  thank you,positive, love using it  thank you
1695655303,I need a break! I NEED KITKAT! haha!,haha!,positive,haha!
1695656038,Good morning everyone,good morning everyone,positive,good morning everyone
1695691833,_jonas101 WOW they`re totally amazing and they`re more than awesome,wow they`re totally amazing,positive,wow they`re totally amazing
1695691971,"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love", love love love,positive, love love love
1695691986,Gooood morning!,gooood,positive,gooood
1695693823," i love you so much tay (: youre so amazing <3 you should come to denmark, we love you here",i love you so much tay (: youre so amazing,positive,i love you so much tay (: youre so amazing
1695694819,Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!,woohoo!,positive,woohoo!
1695729130, thanks to follow. have a nice rest,thanks,positive,thanks
1695729746," hehe, I can almost hear out of my right ear now  Can you yet?","hehe,",positive,"hehe,"
1695729896,staying home because I`m badass.,badass.,positive,badass.
1695730006,feeling so great!,feeling so great!,positive,feeling so great!
1695730085,  Thank you!, thank you!,positive, thank you!
1695731316,Time for school  i`m feelin good.. 5 AM jogs do good. ~aloha, good..,positive, good..
1695731356,   Well....hopefully someday soon you can get one!,...hopefull,positive,...hopefull
1695731906," you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!", good,positive, good
1695766460,watching my tiny nephew  perfect baby, perfect baby,positive, perfect baby
1695766630,   Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!, a nic,positive, a nic
1695766814,excited about this week! trying to have a productive monday. trying. hard.,excited,positive,excited
1695767879, ~ I`m sure that would make Mr. Koons very happy, happy,positive, happy
1695803058, haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully, hopefully,positive, hopefully
1695804215, glad to know that the ad display problem was due to a firewall config at yr office. phew!,glad,positive,glad
1695804567, thanks for a nice blog post!  should however be given some creds since he has done at least half of the work on it,thanks for a nice,positive,thanks for a nice
1695805751,Gettin ready to hit up the mall w/my mom & Jayden!  DO ALL THINGS W/FAITH!!!!, do all things w/faith!!!!,positive, do all things w/faith!!!!
1695806699,hi  godd day eweryone im in a reel good mood to day, good,positive, good
1695845013, cool np. It`s got me working on a series of designs.,cool,positive,cool
1695883117, Hearing that my songs brighten someone`s day always makes ME grin., grin.,positive, grin.
1695883134, yeahhh! u`ve got plenty of great fans!! And in Spain too! u should come and play a gig here!!, great,positive, great
1695883277, Proud 17-year-old here that loves The Carpenters!!!,proud,positive,proud
1695884387," Thanks, hope you have a good one","thanks,",positive,"thanks,"
1695885098, let me know how it goes babe  good luck!,  good luck!,positive,  good luck!
1695921265,putting 3 new consultants to work this week. it`s a good feeling!  congrats on your offers,good,positive,good
1695922066, Big Thanks Melody!  Gotta love that sunshine-lots of vit D,big thanks,positive,big thanks
1695922325,Oh yeah the camera clipping problems with Void are now completely fixed  yay me for fiddling about, yay,positive, yay
1695922591," I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.", love,positive, love
1695923071,Gonna go to work with my honey today!!!! So exciting!!!,exciting!!!,positive,exciting!!!
1695923791," yep - three things: a good haircut, the ability to listen and the value of not taking yourself too seriously", good,positive, good
1695925301, i see you hannah klein!. lookin good today, lookin good,positive, lookin good
1695925322,Good morning everyone,good morning everyone,positive,good morning everyone
1695962292, it is my honor,it is my honor,positive,it is my honor
1695962384,Inspired to blog about something inspirational. Haha.,inspired,positive,inspired
1695962920, hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,hey that is pretty good sucking up - my daughter is exactly the same - glad to see i am not alone good luck mom,positive,hey that is pretty good sucking up - my daughter is exactly the same - glad to see i am not alone good luck mom
1695963429,subway  im going to get subway....  love it! ate it often when i was in new zealand....,  love it!,positive,  love it!
1696003521, He`s an amazing jockey! Saw that Clydesdale commercial too..loved it!, amazing,positive, amazing
1696004661,"_griffiths There was a good atmos. I decided to stay til closing, very funny!",good,positive,good
1696005052,  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!,ks awesome,positive,ks awesome
1696006164, i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction, fun,positive, fun
1696042465,"In Whin Park on the swings, victory is all mine right now",victory,positive,victory
1696043438,"Great, social network sites are still growing","great,",positive,"great,"
1696043781,5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC  / I like this guy.,/ i like,positive,/ i like
1696043911, You`re welcome. There!  I added you already!,you`re welcome.,positive,you`re welcome.
1696044534,_datti Thanks sankar for ur wishes,thanks sankar for ur wishes,positive,thanks sankar for ur wishes
1696044896, Cool. That`d be fantastic!, fantastic!,positive, fantastic!
1696045098,YES!! REPRIEVE!! One paper pushed back until Friday! That leaves just three more pages due by 4:00pm... not even a problem.,not even a problem.,positive,not even a problem.
1696046017,  Thank you!, thank you!,positive, thank you!
1696085483,today got her POP! t-shirt & lovess ittt  haha x,lovess,positive,lovess
1696088134,Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,nice,positive,nice
1696088633, You`re welcome! Cutie-pie kiddo.. in your picture btw  Love those shades!,  love,positive,  love
1696134446,is soo in love with beyonce`s song 'smash into you',love,positive,love
1696135230," It depends on your goals & how much you want to spend  Cannondale, Specialized and Cervelo are all good brands.",l good,positive,l good
1696136477,"Okay so yesterday was good went food shopping, cooked some chicken tacos and bakes some cookies!!!  Now I am back at work.",good,positive,good
1696176059, It`s amazing the DVDs I`ll put on my Netflix list just based on the trash potential inherent in their titles, amazing,positive, amazing
1696215859,"Loves the 2nd half of even days, orch and jazz band with daddy",loves,positive,loves
1696215938,"Thank you all new, first time Japa Dog customers! Twitter spreads the word! We like new customers",thank you,positive,thank you
1696216127," Ohhh, i really want to see Coraline, it seems really good", good,positive, good
1696218148, Nice!!!!!!!! I WILL be there,nice!,positive,nice!
1696218621, Shanghai is also really exciting (precisely -- skyscrapers galore). Good tweeps in China:  (SH)  (BJ)., exciting,positive, exciting
1750893478,says HAPPY MOTHER`S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd,happy,positive,happy
1750894121,thinks SG is wonderful,wonderful,positive,wonderful
1750894240, Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,excellent,positive,excellent
1750894407,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!, hurray!,positive, hurray!
1750895057,"_d thats good to know, and I bet he looks just like you.",good,positive,good
1750896732,"_d you`re gonna take good care of that little baby and he`s gonna be a strong boy, that`s for sure",good,positive,good
1750897025, Always a good idea., good,positive, good
1750928208,get it right! I think I am obsessed with Hydes` voice @_@  I`ve chosen a guitar song to learn for the summer! Time to perfect picking!, perfect,positive, perfect
1750928485,"_d Aaaww!! That`s so good to know, I`m glad James is doing great  We LOVE you guys! KIsses from Venezuela!","that`s so good to know, i`m glad",positive,"that`s so good to know, i`m glad"
1750930770,I wish I can see clips of your show that you hosted. Hottie Shawn in the 80`s! and yes your still a Hottie!,wish,positive,wish
1750964129," Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",glad,positive,glad
1750966053,Yay my ears match,yay,positive,yay
1750998526,_LaMont yr very young looking dude,very young looking dude,positive,very young looking dude
1750999137,In a really Good mood for absolutely no reason  tee her,good mood,positive,good mood
1751000063, LOL thx,lol thx,positive,lol thx
1751000426, thanks for the answer  I had been wondering the whole week,thanks,positive,thanks
1751000855,"Uh, happy mother`s day mum.",happy,positive,happy
1751034261,"about to head to the Strand, goodnight",goodnight,positive,goodnight
1751034693, Fun times ~ that`s my friends beer!  here`s the pic`  http://yfrog.com/053agj,fun,positive,fun
1751035033, Haha...YAY!!! I`M CURED!!!!,haha...yay!!! i`m cured!!!!,positive,haha...yay!!! i`m cured!!!!
1751035712,_preet haha one of the many reasons I love you,i love you,positive,i love you
1751035798,Heading back home with a win!,win!,positive,win!
1751036093," I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit"," if i had the money, it`ll be in the 10 first cities i visit",positive," if i had the money, it`ll be in the 10 first cities i visit"
1751069124,_90 haha agreed  LOL,agreed,positive,agreed
1751069543," I would lime them. Or lemon?  And deal, sounds fabulous to me!  Text me up when you`re back",s fabulous,positive,s fabulous
1751069696,ï¿½ï¿½We are ready for the new generation!!...Oh yeah...We are a Backstreet fans and we are proud about it!!,proud,positive,proud
1751070207, BabyLove em homenagem ao Baby D,babylove,positive,babylove
1751070293,my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.,rocked out to the offspring-pretty fly for a white guy. haha.,positive,rocked out to the offspring-pretty fly for a white guy. haha.
1751070308, WOOHOOO very cool see I knew u would get to see her,woohooo very cool,positive,woohooo very cool
1751070362, thank you! Marc Jacobs thou ....love limited too,thank you!,positive,thank you!
1751071921,"'Patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.'",popularity,positive,popularity
1751071952, Thanks mama ! I absolutely adore her, i absolutely adore her,positive, i absolutely adore her
1751104351, And I still recall how helpful you were way back when as I struggled on an AR contest question..., helpful,positive, helpful
1751105512,Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,nice,positive,nice
1751107595,headed to the beach with puppy maverick hugs and much aloha,much aloha,positive,much aloha
1751141538,"Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night",good night,positive,good night
1751143424,Leaving the beach .. Having a great day with vicente .. We needed this time together,great,positive,great
1751175533,is excited!  http://plurk.com/p/stk04,excited!,positive,excited!
1751175675,_chick haha. I completely agree,i completely agree,positive,i completely agree
1751176647, ahhh I`m drinking some too!! And bride wars is really good, good,positive, good
1751177645, hey i know ya dont know me but i wanted to say yopu have helped me a lot i was over in iraq and i wanted to thank you, helped me a lot i was over in iraq and i wanted to thank you,positive, helped me a lot i was over in iraq and i wanted to thank you
1751178633, Well done! Happy for ya., happy,positive, happy
1751212512, ... like you`re stuff!  Strange voicemails! http://bit.ly/yKxms, like you`re stuff!  strange voicemails!,positive, like you`re stuff!  strange voicemails!
1751212599,I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,great.,positive,great.
1751213747," u welcome babe, kill the show! Yuuupp!","u welcome babe, kill the show! yuuupp!",positive,"u welcome babe, kill the show! yuuupp!"
1751215105," well, not all. just stay away from those kinds and surround yourself with those who don`t. happy mother`s day to ur mom, treiz!", happy,positive, happy
1751215450,Ahhh my mommie got me new sheets for my bed  so comfy, comfy,positive, comfy
1751248644,My mom just came home and she FINALLY got me a guitar strap! yay!,yay!,positive,yay!
1751249768, Thanks for sending the link.,thanks,positive,thanks
1751250985, http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,  i love this. so much!,positive,  i love this. so much!
1751286136,mothers day...love you madre   chels tonight. cant wait for her to see her present!,love,positive,love
1751287108," Thank ye, Vaneta.  Much appreciated","thank ye, vaneta. much appreciated",positive,"thank ye, vaneta. much appreciated"
1751287669,chillen trying to figure this thing out gettin drunk,chillen,positive,chillen
1751289235,I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p,i love,positive,i love
1751289485,I`m back from my first 5K running race   And still alive!,l alive!,positive,l alive!
1751322752," Hahaha, that`s a cool pic that Sal made of Daniel and you. lol.", cool,positive, cool
1751324043, I love that song! I was starting to think I was the only one that knew that one!    #sameperson,i love,positive,i love
1751324440,Amazing day with my boyfriend. He`s a good drummer.,amazing,positive,amazing
1751324589, Happy birthday in 2 hours and 54 minuets  Haha,happy,positive,happy
1751358210," E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I`m showing my age but I don`t care",y happy memories.  love,positive,y happy memories.  love
1751359666, thanks man!  I appreciate it!  You rock sir.,thanks man! i appreciate,positive,thanks man! i appreciate
1751360171,"Yummy yum-cha for mother`s day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",yummy,positive,yummy
1751394292,So  is on SNL tonight! it`s going to be a HILARIOUS, hilarious,positive, hilarious
1751395180,Happy Mothers May to my Mak   Love you always! XOXO.,happy,positive,happy
1751395214," Aw, that song makes me think of girl scouts.","aw,",positive,"aw,"
1751396384," Fear not! You deserve alot, you care for animals. )) I`ll get some food, don`t worry!"," you deserve alot,",positive," you deserve alot,"
1751396401, yup!  Now I can join in on the nin access fun!,s fun!,positive,s fun!
1751429846,singing songs and filming movies  what i do best, best,positive, best
1751430345," Good night, Rob. Sleep well. Safe travels tomorrow!",good,positive,good
1751430519,  Thanks Mr. DJ!, thanks,positive, thanks
1751431792, hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha, glad,positive, glad
1751464424, ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?,n good!,positive,n good!
1751464948, airsoft is so much fun! i play with my brothers and it`s a great bonding experience., fun!,positive, fun!
1751465138,MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND,she looked soo pretty.,positive,she looked soo pretty.
1751466009,OH EMM GEE!! QUEBEC IN 16 DAYS. I AM SO EXCITED.,i am so excited.,positive,i am so excited.
1751466434," did you go to uga? If so, I liked you better before I knew! Ha!", i liked,positive, i liked
1751466988, http://twitpic.com/4w75p - I like it!!, i like it!!,positive, i like it!!
1751500468,on my way homee  i love long car rides<3, i love,positive, i love
1751501493,  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,s not so bad,positive,s not so bad
1751501576,tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<, its gonna be so kewl!!,positive, its gonna be so kewl!!
1751501785," Glad to hear you`ll have your 1st tournament soon. As KSN says, 'We need more practice!'",glad,positive,glad
1751501819,I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.,amazing.,positive,amazing.
1751503224,happy mommah`s day to your moms  http://plurk.com/p/stqya,happy,positive,happy
1751539049,"I love these App things, it be hella awesome bro.",i love,positive,i love
1751572255,"I love my mom! Happy Mother`s Day, mommies",i love,positive,i love
1751572396,Women in Science & Technology conference in La Jolla - what an interesting day!  Met some really great people!,what an interesting day! met some really great people!,positive,what an interesting day! met some really great people!
1751572992," I just want to say: Both you,Taylor Swift, and Hayley Williams have a great and lovely voice!", great and lovely,positive, great and lovely
1751573860, you know I love you., love you.,positive, love you.
1751574402,so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!,nice,positive,nice
1751607439, That was fantastic! Thank you, fantastic!,positive, fantastic!
1751607466, lucky! that`s awesome,lucky! that`s awesome,positive,lucky! that`s awesome
1751607680,It`s good to be home,good,positive,good
1751608493, Haha and you should! State pride is important, state pride is important,positive, state pride is important
1751608872, You WILL be succesful  Love You!, succesful  love you!,positive, succesful  love you!
1751608891,Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!,very much true!,positive,very much true!
1751643033, Excellent point.,excellent,positive,excellent
1751644586, Hayley Williams is pretty much amazzing, amazzing,positive, amazzing
1751645909,"DW, that was funny",funny,positive,funny
1751678551,lao mein and spanikopita HAHA you would have to be here to know,haha,positive,haha
1751678642, http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch, leon looks supa` fly,positive, leon looks supa` fly
1751678870,"nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!","nothing better than to have your grandaughter smile and nothing feels better than that big hug!! grandkids, what a hoot!",positive,"nothing better than to have your grandaughter smile and nothing feels better than that big hug!! grandkids, what a hoot!"
1751679402, Thanks For The Follow.,thanks,positive,thanks
1751680245,Happy Mothers` Day to my mom and all the mothers in the world,happy,positive,happy
1751680868,i had the best day ever! i missed him. more tomorrow too,best,positive,best
1751681880,"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",good.,positive,good.
1751681998, That`s the one. I wish I have a video compilation of `s thrusting, wish,positive, wish
1751713910,happy sunday all,happy,positive,happy
1751713970,"omg having so much fun watcing house bunny, courto isa a ledge for sending me link  <3",fun,positive,fun
1751715578,With  walking the streets of Harlem. Home sweet home, home sweet home,positive, home sweet home
1751716115,"@ MGM grand, mraz on stage! No doubling back opener.  lots of old memories flooding back", lots of old memories flooding back,positive, lots of old memories flooding back
1751716571, http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack, best,positive, best
1751716999,:  nice to see you on twitter!, nice,positive, nice
1751749461,"..my mother just WON the City of Terrell, Texas District 2 `City Council` Seat  ..i`m M.i.A lol HAPPY MOTHERS DAY", happy,positive, happy
1751750085,Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already,lovely!,positive,lovely!
1751750382,Just snappy`s delivered some tea and ice cream. I love my sister.,i love,positive,i love
1751750859, i always have those for my Champions League parties  Tis awesome,s awesome,positive,s awesome
1751784246,God is so good!!,good!!,positive,good!!
1751784736, most definitely,most definitely,positive,most definitely
1751818797,__O lol but tiz a good song,good,positive,good
1751818835,_marie Justin Timberlake is sooo funny!!,funny!!,positive,funny!!
1751818845,Phase 2 was a success. Self discovery is vital. Phase 3 is only mins away. Cool & Classy baby! Shout out 2 'D' yeah mane!,success.,positive,success.
1751820857,Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,good,positive,good
1751820929,Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!!  good to meet you all!, good,positive, good
1751851423," I`d be soo honoured if u cld chk out my beats, perhaps sm advice on wat I nd to do 2 improve da overall sound of my music", honoured,positive, honoured
1751851944, 11 30s way early! anyway nigth night  love you!,  love you!,positive,  love you!
1751853402, yay about breaking 200!,yay,positive,yay
1751885950,Bioshock is as fantastic as the first time I played it. Now sleep then more Bioshock tomorrow,fantastic,positive,fantastic
1751887630,Watching snl because the love of my life is hosting,love of my life is hosting,positive,love of my life is hosting
1751888461,cookies are good,good,positive,good
1751918497,Watching Body of Lies...good film,good,positive,good
1751918519, how`s the fam? Well I hope., well i hope.,positive, well i hope.
1751918803, Yay! have fun,yay! have fun,positive,yay! have fun
1751919348, haha no kidding... I listen to them all day long bud,haha no kidding... i listen to them all day long bud,positive,haha no kidding... i listen to them all day long bud
1751919755,had a lovely breakfast with mum...yummy pancakes,lovely,positive,lovely
1751920982,"Just Saw Confessions Of A Shopoholic...Totally fell in love with Hugh Dancy`s accent!! :3 Need $20.00 for tomorrow, new top i want!!",love,positive,love
1751921566, hehe - about NZ being the most magical place on Earth., magical,positive, magical
1751985042, Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!, you`re awesome,positive, you`re awesome
1751987179, FUZE was giving away capes at Komen`s Race for the Cure today! And I`d always love a hug from you hun!, love,positive, love
1751988252, sounds awesome..,sounds awesome..,positive,sounds awesome..
1752018053, Thank you!  I`m working on `s,thank you!,positive,thank you!
1752018226," Nice! Elise rolled out  Thas wassup! Have fun, ladies!",nice!,positive,nice!
1752019180,being a computer geek is entertaining.... i think.,entertaining.,positive,entertaining.
1752019691, haha I know.  Sorry about all the typos in that last tweet...blehhh.  ps - Because I Said So is sucha cute movie..  awww,ha cut,positive,ha cut
1752019930,59 may be my new FAV number!!!,fav,positive,fav
1752020639, Quite a few. Peacocks and Oceanographer`s Choice are my new favorites to play, favorites,positive, favorites
1752021539,I think Steph will enjoy her first Mother`s Day tomorrow.,enjoy,positive,enjoy
1752022003,trying to learn to tweet!!  it`s all good I hope.., good,positive, good
1752051182,"Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again.",amazing!,positive,amazing!
1752051881,Adding names to my Twitter account and learning how to use this amazing thing!,amazing,positive,amazing
1752054114,#bouvierb-day is on trending topics. ahh Happy Birthday Pierre Bouvier,happy,positive,happy
1752087568,Be sure to let the moms you know how fabulous you think they are!!   Almost Mother`s Day.,fabulous,positive,fabulous
1752087913,", goodnight",goodnight,positive,goodnight
1752088119,Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great,great,positive,great
1752088953, Yay for Block Party!  You`re the BOMB! Blockheads <3 Dave!   Thanks for supporting NKOTB!,!   than,positive,!   than
1752089552,At the wedding reception. Having more fun than I thought,having more fun,positive,having more fun
1752123162, well keep me posted if it comes out fully thanks, thanks,positive, thanks
1752125310,"working on mothers day slideshow, cake, card, and balloons  she deserves the best!", she deserves the best!,positive, she deserves the best!
1752125322, LOL! Glad you like it!, glad,positive, glad
1752125636," Yes, I would love some more cowbell!", love,positive, love
1752157373, dr hook  awesome,  awesome,positive,  awesome
1752158794,"thelma & louise, Good movie.",good,positive,good
1752160096,movie then sleep! Today was good day  [{H!--D3ff}],good,positive,good
1752160312,is fixin to clean the house for my mom for mother`s day,is fixin to clean,positive,is fixin to clean
1752191333,My dad knows i got drunk today. And i didnt get in trouble.,i didnt get in trouble.,positive,i didnt get in trouble.
1752192732," Thank you! One day at a time, right?",thank you!,positive,thank you!
1752194633,Ready for tomorrow. My mommy will get her gift for Mother`s Day. Hope she LOVES it!,hope she loves it!,positive,hope she loves it!
1752225502,HAPPY MOTHERS DAY 2 ME,happy,positive,happy
1752225935,Leme put this bottle of ciroc in ya..Baby i can make you popular!!,popular!!,positive,popular!!
1752226462, love love love pot psycology. My Friday night treat,love love love,positive,love love love
1752227710, A rare treat b/c we`re rarely ap and at `em that early!  But we may make opening bell at the PDX Farmers Mkt a new goal., rare treat,positive, rare treat
1752257408,"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better...","good #techmeme is until i actually read it (duh!) as an avid tech crunch reader, this is much better...",positive,"good #techmeme is until i actually read it (duh!) as an avid tech crunch reader, this is much better..."
1752257588, thank u sweetie! Can`t wait to set sail with u next week,thank u sweetie!,positive,thank u sweetie!
1752257785,"Barack Obama is a legend, just watched his dinner speach, it was pretty funny",it was pretty funny,positive,it was pretty funny
1752258301," Yes, have to be right for church", right,positive, right
1752258710, awww such a sweetie. hope your mom has a wonderful mother`s day too,awww such a sweetie. hope your mom has a wonderful,positive,awww such a sweetie. hope your mom has a wonderful
1752287305, YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!, super excited,positive, super excited
1752289074,Fun is being had.,fun,positive,fun
1752289543, Awwww   i`ve got some photos of cute bunnies,of cut,positive,of cut
1752289643,making german apple slice  nom nom nom, nom nom nom,positive, nom nom nom
1752290924,totally the best part of my day was studying with   haha ok now i`m really leaving holly`s and i`ll be there shortly! peace!,best,positive,best
1752320627," dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man.", proud,positive, proud
1752321933,thinks castles are fun,fun,positive,fun
1752321945," thanks amy, its full of hotness",thanks,positive,thanks
1752322451,omgoodness FINALLY back from dinner with the fam bam!,omgoodness,positive,omgoodness
1752323232, it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later., amazing,positive, amazing
1752323540," 'Graverobber, graverobber, sometimes I wonder why I even bother..' Have fun tonight!", have fun,positive, have fun
1752351016,goin ta bed now!   goodnite jessica,  goodnite,positive,  goodnite
1752351566,  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,oo excited,positive,oo excited
1752352258," LOVE the album guys and can`t wait for the official release  Just curious, what top 3 softsynths/DAW were used on it?",love,positive,love
1752352375, you were greeeeeeaaaaatttttttt babe!! It was amazing!, amazing!,positive, amazing!
1752352556,http://twitpic.com/4wgoq - The Beach was phenomenal 2day,phenomenal,positive,phenomenal
1752353631, hot cuppa coffee made with milk & fortified with Monin`s Irish Coffee syrup! Bliss!, bliss!,positive, bliss!
1752382043, noticed that yesterday too...i`m actually really happy about that  #StarTrek, happy,positive, happy
1752382085, WILL DO!! (of will did?? lol ) great episode, great,positive, great
1752382255,": Potter, are also in that category! Hehe. <3 I love you too!!! So much",i love,positive,i love
1752382375,    - brief interruption- brb. goodnight if i don`t catch u again later. gotta ck something,rb. goodnig,positive,rb. goodnig
